0.000000,0.000000,0.000000
-0.004106,0.001679,-0.000176
-0.003978,0.003731,-0.001394
-0.006596,0.005786,-0.003301
-0.005981,0.014741,-0.002305
-0.005771,0.017163,-0.001288
-0.005368,0.019133,-0.002191
-0.003655,0.020109,-0.001747
-0.006726,0.025260,0.000272
-0.010069,0.028558,0.002630
-0.011928,0.028907,0.001619
-0.013173,0.030232,0.001614
-0.012575,0.029989,0.001646
-0.012314,0.030234,0.001285
-0.014641,0.032624,0.000990
