-25.915845,23.461333,75.695467
18.369817,-13.207107,58.779710
-3.361192,-11.058868,49.724023
2.483298,0.145400,81.217779
-31.287816,22.623581,102.400876
15.891110,-14.342384,49.516841
-31.907025,-11.991817,86.572388
1.325559,-22.104275,46.257788
7.509303,-1.264715,87.131951
5.587398,-9.604131,80.298951
2.737540,-23.926436,46.084773
-34.493494,-23.627494,62.735650
7.301532,-18.966426,45.708649
-15.695355,11.102013,73.603693
20.183614,-6.964196,109.815235
1.430453,-20.343829,46.127956
12.319630,-1.708678,90.753108
-30.545076,-22.949168,63.163695
4.108429,-18.712265,45.721244
-57.376867,-12.907737,73.254737
25.625934,-13.083429,79.224197
-16.187879,17.947603,69.599774
-26.566605,-23.121626,63.636646
-12.395699,15.168039,73.255548
-23.999468,0.135498,75.339770
-30.677730,22.998208,99.350043
-0.281928,1.430270,79.596165
21.924161,6.445155,82.728044
-28.166601,-25.357629,63.431615
10.203563,-21.745412,46.157358
-27.059019,6.006200,89.845071
18.205594,11.396553,129.168186
-15.226056,18.176979,69.646657
-42.323615,-5.948199,107.883519
38.591405,-0.046421,120.280617
4.842559,-13.209618,82.124729
-22.431804,24.399104,72.943657
55.798267,-7.125571,128.919801
-31.925958,-11.850492,86.986137
-40.626889,-23.519890,61.953576
-20.629506,-23.965994,64.181324
-25.594050,-17.532517,64.839644
67.817760,-11.154995,123.866360
15.618733,2.470550,83.475524
-3.347783,16.897083,78.137736
-18.952772,9.222017,74.296133
-69.830945,-11.625838,101.030462
22.443475,-8.610768,78.944048
-9.812301,-0.502976,74.586491
-18.562856,-13.154670,69.802716
5.649549,-24.692868,46.012630
-7.605555,13.360702,72.524494
2.818570,-15.476627,76.430320
15.903274,2.972316,83.816434
15.129658,-20.905582,48.386840
10.057527,-19.686991,46.070070
-31.087118,-26.444372,63.000455
-8.778218,18.918097,74.757766
19.594262,-8.753498,79.093757
